"ID","Nom","Synonymes_existants","Code","Bdd","Comment_les_eviter_?","Qu'est-ce_que_j'en_fais_?","Que_va-t-il_devenir_?","nom_eco_organisme","filieres_REP"
"397","Flacon en plastique",,"ADEME_PLASTIQUE","ademe","Dans le cas des produits d'entretien, optez pour des produits concentrés et utilisez des éco-recharges. S'il n'existe pas de produits concentrés, préférez les produits en grand conditionnement. Ils vous permettront de produire moins de déchets mais également de réaliser des économies.<br/><br/>Pensez à respecter les doses préconisées.
<br /><br />
Vous pouvez également opter pour acheter ce produit en vrac dans un contenant réemployable. De nombreux commerces proposent de venir avec vos propres contenants.","Déposez-le dans le bac, le sac ou le conteneur réservé au tri des emballages (sauf lorsqu'ils contenaient des produits dangereux). Les flacons peuvent être jetés avec leur bouchon.","Les emballages en plastique sont séparés par matériau et type d’emballage dans les centres de tri et conditionnés en balles. Celles-ci sont envoyées vers les centres de recyclage où les emballages sont débarrassés de leurs matières indésirables (étiquettes, colle...) et triés par résine. Les différents plastiques ainsi récupérés servent à fabriquer de nouveaux objets ou emballages. La grande majorité des emballages en plastique sont aujourd’hui recyclables. Ceux qui ne le sont pas encore sont utilisés pour réaliser des tests grandeur nature afin de développer de nouvelles solutions de recyclage ou sont incinérés et ainsi valorisés énergétiquement (alimentation des réseaux de chauffage de ville notamment).","Citeo / Leko","Emballages ménagers"
"59","Boîte en plastique (alimentaire, emballage...)","Boîte à fromage en plastique / Tupperware / Pochette alimentaire (en plastique)","ADEME_BOITE","ademe","Dans la mesure du possible, évitez les produits vendus dans des emballages individuels ou en mini-doses. Il est également plus intéressant d'acheter les produits en grand conditionnement mais restant adaptés à votre consommation pour éviter le gaspillage. Vous produirez moins de déchets et vous ferez en plus des économies.<br /><br />Vous pouvez également opter pour acheter des produits en vrac dans des contenants réemployables. Cela évitera la fabrication de nouveaux emballages.","Déposez-la dans le bac, le sac ou le conteneur réservé au tri des emballages.","Les plastiques sont séparés des autres matières recyclables dans les centres de tri et conditionnés en balles. Celles-ci sont envoyées vers les centres de recyclage où les plastiques sont débarrassés de leurs matières indésirables (étiquettes, colle...) et triés par résines. Les différents plastiques ainsi récupérés servent à fabriquer de nouveaux produits.",,
"358","Vélo (hors vélo électrique)","Cycle / Bicyclette / Bécane (biclou) / Tandem / Vélo musculaire","SPORT","sinoe","Retardez le changement de votre vélo en l'entretenant régulièrement et faites-le réparer lorsque c'est possible afin de prolonger sa durée de vie.","S'il est encore en bon état, donnez-le à une structure de réemploi ou revendez-le.<br /><br />Sinon, déposez-le gratuitement chez votre distributeur ou en déchèterie dans la zone dédiée aux articles de sports et de loisirs.","Si le vélo est réparable ou en bon état, il est remis à une structure de réemploi pour poursuivre une seconde vie. S’il est hors d’usage il sera traité : récupération et recyclage des matières recyclables puis valorisation énergétique (incinération avec le plus souvent récupération de chaleur pour produire de l'énergie) et élimination des déchets ultimes.","Ecologic","Sport et loisirs"
"369","Article de sport","Accessoire de canoë kayak non électrique / Accessoire de trottinette (roue, poignée, autre composant plastique) / Accessoire de vélo (antivol, bagagerie, panier, sonnette, pompe, gourde, bidon et porte-bidon) / Appareil de fitness non électrique / Article pour la pêche à la ligne / Aviron / Accessoire de sport (baseball, basketball, football, handball, football américain, hockey, rugby, volley, handball, Athlétisme, gymnastique, yoga, pilate, danse, fitness, musculation, capoeira, cheerleading, cirque, fléchettes) / ballon / Bâton de ski / BMX / But de football / Mini-but / Cerf-volant / Chariot de golf / club de golf / Composant de vélo / Deltaplane / Equipement de musculation non électrique / Equipement de piscine / hameçon / kimono / Mât de windsurf / Matériel d'athlétisme (haie, starting-block, bâton, témoin, javelot, poids, disque, marteau, matériel pour saut en longueur et hauteur…) / Matériel de voile (Dérive, gouvernail < 2,5 m) / Matériel d'entraînement sportif (mini-haie, marquage au sol, plot, cône de sport…) / pantalon d'escrime / Parachute / Parapente / Porte-bébé pour vélo / Portique / Poteau, mini poteau de foot / Raft / Sac de frappe / Sac de golf / Sac de randonnée avec ceinture ventrale / Short rembourré / Skate-board / Snowboard / Stand-up paddle (gonflable ou rigide) / Tapis de sol / Vélo adulte hors vélo à assistance électrique / Vélo enfant / Volant / Wakeboard / Wishbone de windsurf / Arc / Accessoire aquafitness / pince-nez (piscine) / Article de natation / Bonnet de bain / Babyfoot / Boomerang / Frisbee / Vortex / Bouclier (Pad) de boxe / Ceinture de judo / Cercle de basket / Equipement de ski de randonnée (pelle, sonde...) / Elliptique / Elastiband / Fitness tube / Filet (football, volley-ball, badminton, tennis, tennis de table...) / Etui de raquette (tennis, badminton, squash, tennis de table...) / Filet de mini-tennis (filet + pieds) / Foil (windsurf, kitesurf...) / Jeu de palets / Jeu de quilles / Masque de ski ou de snowboard / Matériel d'aquagym / Matériel de cirque (diabolo, assiettes chinoises, balles et anneaux de jonglages...) / Moulinet de canne à pêche / Matériel en néoprène (chaussons, gants, cagoules, mitaines, surchausses...) / Palet de hockey / Panneau de basket / Panier de basket / Cadre de vélo / Guidon de vélo / Rayon de vélo / Punch paddle (boxe) / Rack de musculation / Rameur / Shorty, veste, combinaison en néoprène enfant / Slackline / Speedball / Step de gymnastique / Trampoline / Poteau, mini poteau de rugby / Mini poteau gonflable de rugby / Equipement d'équitation (hors équipement de protection individuelle, chaussants et vêtements) / Travel bag (bagagerie sportive)","SPORT","sinoe","Entretenez-le régulièrement et faites-le réparer lorsque c'est possible afin de prolonger sa vie.","S'il est encore en bon état, donnez-le à une structure de réemploi (association, recyclerie...) ou revendez-le.<br /><br />Sinon, déposez-le gratuitement chez votre distributeur ou en déchèterie dans la zone dédiée aux articles de sports et de loisirs.","S'il est réparable ou en bon état, il est remis à une structure de réemploi pour poursuivre une seconde vie. S’il est hors d’usage il sera traité : récupération et recyclage des matières recyclables puis valorisation énergétique (incinération avec le plus souvent récupération de chaleur pour produire de l'énergie) et élimination des déchets ultimes.","Ecologic","Sport et loisirs"
"72","Brique alimentaire (jus, lait...)","Brique de lait / Brique de jus / Brique de soupe","ADEME_ALIMENTS","ademe","Dans la mesure du possible, préférez les produits en grand conditionnement mais restant adaptés à votre consommation pour éviter le gaspillage. Ils vous permettront de produire moins de déchets mais également de réaliser des économies.<br /><br />Vous pouvez également opter l'achat de produit en vrac dans un contenant réemployable si c'est possible (jus, huile, sucre...).","Déposez-la vide dans le bac, le sac ou le conteneur réservé aux emballages recyclables.<br /><br />Dans les DROM-COM, jetez-la dans le bac de ordures ménagères (bac gris).","Les briques sont séparées des autres matières recyclables dans les centres de tri et conditionnées en balles. Celles-ci sont envoyées vers les centres de recyclage ou les fibres de carton, l'aluminium et les plastiques sont séparés dans des pulpeurs (grands mixeurs). Les fibres en carton et l'aluminium serviront à fabriquer de nouveau produits en papier, carton et aluminium. Les plastiques seront incinérés (avec le plus souvent récupération de chaleur pour produire de l'énergie).","Citeo / Leko","Emballages ménagers"
"117","Cubitainer","Cubitainer en métal / Cubitainer de vin / Cubitainer en carton / Cubitainer en plastique","ADEME_BOITE","ademe","Vous pouvez opter pour acheter cette boisson en vrac dans un contenant réemployable.","Déposez-le dans le bac, le sac ou le conteneur réservé au tri des emballages. dans le cas d'un cubitainer en carton contenant une poche en plastique, séparez le carton du plastique.","Les plastiques sont séparés des autres matières recyclables dans les centres de tri et conditionnés en balles. Celles-ci sont envoyées vers les centres de recyclage où les plastiques sont débarrassés de leurs matières indésirables (étiquettes, colle...) et triés par résines. Les différents plastiques ainsi récupérés servent à fabriquer de nouveaux produits.<br></br>
L'acier et l'aluminium sont récupérés séparément dans les centres de tri et mis en paquets. L'acier est envoyé en aciérie où il est lavé, broyé et fondu pour être réintégré à la chaîne de production. L'aluminium est envoyé vers des centres d'affinage où il est lavé, broyé, fondu et purifié puis coulé en lingots. Ces derniers serviront à fabriquer de nouveaux produits.","Citeo / Leko","Emballages ménagers"
"56","Boîte de conserve (vide)","Conserve","ADEME_BOITE","ademe","Dans la mesure du possible, évitez les produits vendus dans des emballages individuels ou en mini-doses. Préférez-leur des produits en vrac qui produisent moins de déchets et consomment moins d'énergie. Il est également plus intéressant d'acheter les produits en grand conditionnement mais restant adaptés à votre consommation pour éviter le gaspillage. Vous produirez moins de déchets et vous ferez en plus des économies.","Déposez les boîtes de conserve en métal dans le bac, le sac ou le conteneur réservé au tri des emballages.","L'acier et l'aluminium sont récupérés séparément dans les centres de tri et mis en paquets. L'acier est envoyé en aciérie où il est lavé, broyé et fondu pour être réintégré à la chaîne de production. L'aluminium est envoyé vers des centres d'affinage où il est lavé, broyé, fondu et purifié puis coulé en lingots. Ces derniers serviront à fabriquer de nouveaux produits.","Citeo / Léko","Emballages ménagers"
"229","Montre électronique","Montre connectée / Brosse à dents électrique / Brosse à cheveux électrique / Tondeuse à barbe électrique / Tondeuse à cheveux électrique","DEEE","ocad3e","Assurez-vous à l'achat qu'elle bénéficie d'une bonne garantie réparation. Entretenez régulièrement vos équipements électriques et électroniques afin de prolonger leur vie. Faites les réparer lorsque c'est possible.","Si elle est encore en bon état, donnez-la à une association caritative ou un proche, ou bien revendez-la.<br /><br />Si elle est en panne, privilégiez la réparation.<br /><br />Si elle est hors-service :<br /><br />- dans le cadre de l'achat d'un produit neuf, rapportez l'ancienne à votre revendeur ou remettez-la au livreur.<br /><br />- déposez-la dans un bac de collecte dans un magasin qui propose ce service.<br /><br />Sinon, apportez-la en déchèterie.","Remise à une structure de réemploi, revendue ou réparée, elle poursuit une seconde vie en tant que matériel d'occasion. <br /><br />Déposée en magasin, en déchèterie ou remise à un livreur, elle suit la filière des Déchets d'Équipements Électriques et Électroniques (DEEE). Elle est acheminée jusqu'à un centre de traitement où elle est démantelée, dépolluée si nécessaire, et ses différents composants sont triés (métaux, plastiques, cartes électroniques). Les matériaux sont ensuite recyclés quand c’est possible (réutilisation dans de nouveaux produits). Ceux qui ne sont pas recyclables sont incinérés (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouis dans des installations de stockage de déchets (déchets ultimes ou substances polluantes ou réglementées).","Ecologic / Ecosystem","Equipements électriques et électroniques"
"254","Papier gras non plastifié",,"ADEME_PAPIER","ademe",,"Compostez vos papiers gras à domicile ou jetez-les dans un bac de compostage partagé, si cette dernière solution a été mise en place à proximité de votre domicile. Sinon, jetez-les dans le bac, le sac ou le conteneur réservé au tri des emballages.","Les matières en compostage sont transformées, en présence d'oxygène et d'eau, par de nombreux organismes de tailles variées. Les déchets perdent leur aspect d'origine et deviennent compost. Ce produit va contribuer, dans le sol, à renforcer le stock d'humus. Jeté à la poubelle, votre papier suit l'une des filières d'élimination des ordures ménagères : il est incinéré (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfoui en installation de stockage de déchets.",,
"145","Équipement Électrique et Électronique (EEE)","Rasoir électrique / Caméscope / Chaîne hi-fi / Enceinte / Radio-réveil / Répondeur / Jouet télécommandé / Lampe torche / Barbecue électrique / Machine à coudre / Magnétoscope / Jouet électrique / Scie sauteuse / Radio / Réveil matin / Machine à pain / Sèche-cheveux / Télécommande / Épilateur électrique / Lisseur électrique / Onduleur électrique","DEEE","ocad3e","Prolongez la vie de votre appareil en l’entretenant régulièrement.  Assurez-vous dès l'achat qu'il bénéficie d'une bonne garantie réparation.  Privilégiez un appareil démontable, donc plus facile à réparer, pour faire face à une éventuelle panne après expiration de la garantie. Depuis le 1er janvier 2021 un indicateur simple vous permet de savoir si le produit que vous voulez acheter est facilement réparable, grâce à une note sur 10. Il porte sur les produits suivants : lave-linge, lave-vaisselle, téléviseurs, aspirateurs, smartphones, ordinateurs portables, nettoyeurs haute pression et tondeuses à gazon. Un produit avec une note proche de 0 sera non réparable alors qu’un produit dont la note se rapproche de 10 sera très réparable.","Si l’appareil est encore en bon état, donnez-le à une association caritative ou un proche, ou bien revendez-le.<br /><br />S’il est en panne, privilégiez la réparation.<br /><br />S’il est hors-service :<br /><br />- dans le cadre de l'achat d'un produit neuf, rapportez l'ancien matériel à votre revendeur ou remettez-le au livreur.<br /><br />- déposez-le dans un bac de collecte dans un magasin qui propose ce service.<br /><br />Sinon, apportez-le en déchèterie.","Remis à une structure de réemploi, revendu ou réparé, votre appareil poursuit une seconde vie en tant que matériel d'occasion. <br /><br />Déposé en magasin, en déchèterie ou remis à un livreur, le matériel suit la filière des Déchets d'Équipements Électriques et Électroniques (DEEE). Il est acheminé jusqu'à un centre de traitement où il est démantelé, dépollué si nécessaire, et ses différents composants sont triés (métaux, plastiques, cartes électroniques). Les matériaux sont ensuite recyclés quand c’est possible (réutilisation dans de nouveaux produits). Ceux qui ne sont pas recyclables sont incinérés (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouis dans des installations de stockage de déchets (déchets ultimes ou substances polluantes ou réglementées).",,
"431","Emballage réemployable","Contenant réemployable / Flacon réemployable / Bocal réemployable / Emballage consigné / Bocal consigné / Flacon consigné / sac réutilisable",,,"Utilisez vos contenants réutilisables le plus longtemps et le plus souvent possible pour éviter le maximum d'emballages (jetables et réemployables).","Une fois vides, les emballages réemployables qui portent le symbole ""rapportez-moi pour réemploi"" ou le symbole ""R-coeur"" doivent être rapportés dans le commerce ou chez le restaurateur qui vous les a fournis. Dans certains cas, une consigne monétaire ou un bon d'achat peut vous être donné en échange.","Les emballages rendus au distributeur sont lavés puis remis en circulation.","Citeo / Léko / Adelphe","Emballages ménagers"
"58","Boîte en métal (thé, café, biscuits...)",,"ADEME_BOITE","ademe","Préférez des produits en grand conditionnement mais restant adapté à votre consommation pour éviter le gaspillage. Vous produirez moins de déchets et vous ferez en plus des économies.<br /><br />Vous pouvez également acheter des produits en vrac dans un contenant réemployable. En le réutilisant, vous éviter la fabrication de nouveaux emballages.","Déposez vos boîtes en métal de produits alimentaires dans le bac, le sac ou le conteneur réservé au tri des emballages.","L'acier et l'aluminium sont récupérés séparément dans les centres de tri et mis en paquets. L'acier est envoyé en aciérie où il est lavé, broyé et fondu pour être réintégré à la chaîne de production. L'aluminium est envoyé vers des centres d'affinage où il est lavé, broyé, fondu et purifié puis coulé en lingots. Ces derniers serviront à fabriquer de nouveaux produits.",,
"37","Barquette en plastique (dont polystyrène)","Barquette","ADEME_PLASTIQUE","ademe","Dans la mesure du possible, évitez les produits vendus dans des emballages individuels ou en mini-doses. Préférez-leur les produits en grand conditionnement mais restant adaptés à votre consommation pour éviter le gaspillage. Vous produirez moins de déchets et vous ferez en plus des économies.<br /><br />Vous pouvez également acheter des produits en vrac dans un contenant réemployable. En le réutilisant, vous évitez  la fabrication de nouveaux emballages.","Déposez-le dans le bac, le sac ou le conteneur réservé au tri des emballages.","Les emballages en plastique sont séparés par matériau et type d’emballage dans les centres de tri et conditionnés en balles. Celles-ci sont envoyées vers les centres de recyclage où les emballages sont débarrassés de leurs matières indésirables (étiquettes, colle...) et triés par résine. Les différents plastiques ainsi récupérés servent à fabriquer de nouveaux objets ou emballages. La grande majorité des emballages en plastique sont aujourd’hui recyclables. Ceux qui ne le sont pas encore sont utilisés pour réaliser des tests grandeur nature afin de développer de nouvelles solutions de recyclage ou sont incinérés et ainsi valorisés énergétiquement (alimentation des réseaux de chauffage de ville notamment).","Citeo / Leko","Emballages ménagers"
"283","Produit d'entretien ménager non-dangereux","Nettoyant pour vitres / Nettoyant pour sols / Désodorisant","ADEME_ENTRETIEN","sinoe","Optez pour des produits concentrés et utilisez des éco-recharges. S'il n'existe pas de produits concentrés, préférez les produits en grand conditionnement. Ils vous permettront de produire moins de déchets mais également de réaliser des économies. Pensez enfin à respecter les doses indiquées sur les consignes. Quand ils sont disponibles, choisissez les produits portant un logo environnemental, pour lesquels la quantité d'emballage est limitée.<br /><br />Vous pouvez également acheter ce produit en vrac dans un contenant réemployable.","Déposez-le dans le bac, le sac ou le conteneur réservé au tri des emballages. Les bouchons peuvent être jetés avec leur bouteille ou flacon.<br /><br />Déposez-le en déchèterie si le récipient n'est pas vide.","Les emballages en plastique sont séparés par matériau et type d’emballage dans les centres de tri et conditionnés en balles. Celles-ci sont envoyées vers les centres de recyclage où les emballages sont débarrassés de leurs matières indésirables (étiquettes, colle...) et triés par résine. Les différents plastiques ainsi récupérés servent à fabriquer de nouveaux objets ou emballages. La grande majorité des emballages en plastique sont aujourd’hui recyclables. Ceux qui ne le sont pas encore sont utilisés pour réaliser des tests grandeur nature afin de développer de nouvelles solutions de recyclage ou sont incinérés et ainsi valorisés énergétiquement (alimentation des réseaux de chauffage de ville notamment).<br />Les récipients non-vides et déposés en déchèterie seront détruits dans des incinérateurs pour déchets dangereux.","Citeo / Léko",
"35","Baril de lessive (en plastique)",,"ADEME_PLASTIQUE","sinoe","Préférez les produits en grand conditionnement. Ils vous permettront de produire moins de déchets et de réaliser des économies. Pensez également à respecter les doses indiquées sur les consignes et à choisir des produits écolabellisés.<br /><br />Vous pouvez également opter pour acheter la lessive en vrac dans un contenant réemployable.","Déposez-le dans le bac, le sac ou le conteneur réservé au tri des emballages. Si le récipient n'est pas vide, déposez-le en déchèterie.","Les emballages en plastique sont séparés par matériau et type d’emballage dans les centres de tri et conditionnés en balles. Celles-ci sont envoyées vers les centres de recyclage où les emballages sont débarrassés de leurs matières indésirables (étiquettes, colle...) et triés par résine. Les différents plastiques ainsi récupérés servent à fabriquer de nouveaux objets ou emballages. La grande majorité des emballages en plastique sont aujourd’hui recyclables. Ceux qui ne le sont pas encore sont utilisés pour réaliser des tests grandeur nature afin de développer de nouvelles solutions de recyclage ou sont incinérés et ainsi valorisés énergétiquement (alimentation des réseaux de chauffage de ville notamment).","Citeo / Leko","Emballages ménagers"
"205","Liquide vaisselle",,"ADEME_ENTRETIEN","ademe","Choisissez des produits portant un logo environnemental. Par exemple, l'Écolabel Européen permet de limiter la production de déchets en réduisant la quantité d'emballages. Optez pour des produits concentrés et utilisez des éco-recharges. S'il n'existe pas de produits concentrés, préférez les produits en grand conditionnement. Ils vous permettront de produire moins de déchets mais également de réaliser des économies. Respectez les doses indiquées sur les consignes.<br/><br/>Vous pouvez aussi opter pour des produits en vrac, en remplissant un contenant (bouteille, flacon...) vide que vous possédez déjà. Cela évite la production d'un nouvel emballage.","Déposez le flacon en plastique, vide, dans le bac, le sac ou le conteneur réservé au tri des emballages.","Les emballages en plastique sont séparés par matériau et type d’emballage dans les centres de tri et conditionnés en balles. Celles-ci sont envoyées vers les centres de recyclage où les emballages sont débarrassés de leurs matières indésirables (étiquettes, colle...) et triés par résine. Les différents plastiques ainsi récupérés servent à fabriquer de nouveaux objets ou emballages. La grande majorité des emballages en plastique sont aujourd’hui recyclables. Ceux qui ne le sont pas encore sont utilisés pour réaliser des tests grandeur nature afin de développer de nouvelles solutions de recyclage ou sont incinérés et ainsi valorisés énergétiquement (alimentation des réseaux de chauffage de ville notamment).",,
"320","Shampoing (flacon en plastique)",,"ADEME_BEAUTEETHYGIENE","ademe","Préférez les produits en grand conditionnement. Ils vous permettront de produire moins de déchets mais également de réaliser des économies.<br/><br/>Veillez à choisir des produits portant un logo environnemental qui vous garantit que le fabricant veille à limiter la production de déchets. <br/><br/>

Vous pouvez aussi opter pour des produits en vrac, en remplissant un contenant (bouteille, flacon...) vide que vous possédez déjà. Cela évite la production d'un nouvel emballage.","Déposez-le dans le bac, le sac ou le conteneur réservé au tri des emballages, avec son bouchon.","Les emballages en plastique sont séparés par matériau et type d’emballage dans les centres de tri et conditionnés en balles. Celles-ci sont envoyées vers les centres de recyclage où les emballages sont débarrassés de leurs matières indésirables (étiquettes, colle...) et triés par résine. Les différents plastiques ainsi récupérés servent à fabriquer de nouveaux objets ou emballages. La grande majorité des emballages en plastique sont aujourd’hui recyclables. Ceux qui ne le sont pas encore sont utilisés pour réaliser des tests grandeur nature afin de développer de nouvelles solutions de recyclage ou sont incinérés et ainsi valorisés énergétiquement (alimentation des réseaux de chauffage de ville notamment).","Citeo / Léko",
"396","Boîte à fromage en bois",,"ADEME_BOITE","ademe","Dans la mesure du possible, évitez les produits vendus dans des emballages individuels ou en mini-doses. Préférez-leur des produits en vrac qui produisent moins de déchets et consomment moins d'énergie. Il est également plus intéressant d'acheter les produits en grand conditionnement mais restant adaptés à votre consommation pour éviter le gaspillage. Vous produirez moins de déchets et vous ferez en plus des économies.","Déposez-la dans le bac, le sac ou le conteneur réservé au tri des emballages.",,,
"122","Déchets d'Activités de Soins (DAS) non-dangereux","Compresse / Pansement / Coton (soin médical) / Poche de perfusion vide / Poche de nutrition / Blouse / Surchaussures / Poche urinaire","ADEME_DAS","ademe",,"Jetez dans la poubelle des ordures ménagères les déchets non-dangereux que vous utilisez pour vos soins médicaux à domicile.","Jetés à la poubelle, les Déchets d'Activité de Soins (DAS) non-dangereux suivent l'une des filières d'élimination des ordures ménagères : ils sont incinérés (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouis en installation de stockage de déchets.",,
"175","Gobelet en plastique jetable","Verre en plastique jetable","ADEME_PLASTIQUE","ademe","Privilégiez la vaisselle lavable et réutilisable (mug, tasse, verre...).","Jetez ces gobelets en plastique dans le bac, le sac ou le conteneur réservé au tri des emballages.","Les emballages en plastique sont séparés par matériau et type d’emballage dans les centres de tri et conditionnés en balles. Celles-ci sont envoyées vers les centres de recyclage où les emballages sont débarrassés de leurs matières indésirables (étiquettes, colle...) et triés par résine. Les différents plastiques ainsi récupérés servent à fabriquer de nouveaux objets ou emballages. La grande majorité des emballages en plastique sont aujourd’hui recyclables. Ceux qui ne le sont pas encore sont utilisés pour réaliser des tests grandeur nature afin de développer de nouvelles solutions de recyclage ou sont incinérés et ainsi valorisés énergétiquement (alimentation des réseaux de chauffage de ville notamment).","Citeo / Leko","Emballages ménagers"
"247","Papier (ou carton) souillé",,"ADEME_PAPIER","ademe",,"Déposez votre carton souillé par un produit alimentaire et débarrassé des résidus de nourriture dans le bac, le sac ou le conteneur réservé au tri des emballages.<br /><br />Si votre carton est souillé par un produit de bricolage (peinture, vernis...), jetez-le dans la poubelle des ordures ménagères.","Le carton est séparé des autres matières recyclables dans les centres de tri et conditionné en balles. Celles-ci sont envoyées vers les centres de recyclage où les fibres de carton sont dispersées dans l'eau et débarrassées de leurs impuretés. Les fibres sont ensuite essorées, séchées et pressées en feuilles de papier/carton, elles-mêmes enroulées sur des bobines. Ces dernières serviront à fabriquer de nouveaux produits en papier et carton.","Citeo / Leko","Papiers"
"429","Filtre à eau usagé","Cartouche filtrante d'eau / Filtre de carafe d'eau / Cartouche Brita / Filtre Brita / Cartouche de filtration d'eau","AUTRE",,,"Renseignez vous auprès du fabriquant pour savoir s'il propose des point de collecte dédiés à la collecte de ses filtres.<br /><br />À défaut, jetez-le dans la poubelle des ordures ménagères.","Si le filtre est collecté via un circuit spécifique, le plastique peut être recyclé et le charbon actif nettoyé pour être réemployé.<br /><br />Jeté à la poubelle, il suit l'une des filières d'élimination des ordures ménagères : il est incinéré (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfoui en installation de stockage de déchets.",,
"428","Parapluie",,"AUTRE",,"Prenez-en soin pour l'utiliser le plus longtemps possible et privilégiez l'achat d'occasion.","S'il est encore en bon état, remettez-le ou vendez-le. Sinon, jetez-le dans la poubelle des ordures ménagères.","Remis à une structure de réemploi, il poursuit une seconde vie.<br /><br />S'il est jeté à la poubelle, il suit l'une des filières d'élimination des ordures ménagères : il est incinéré (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfoui en installation de stockage de déchets.",,
"322","Sirène (alarme)","Alarme","DEEE","ocad3e","Assurez-vous à l'achat qu'elle bénéficie d'une bonne garantie réparation et entretenez-la régulièrement afin de prolonger sa vie. Faites enfin durer autant que possible votre équipement.","Si elle est encore en bon état, donnez-la à une association caritative ou un proche, ou bien revendez-la.<br /><br />Si elle est en panne, privilégiez la réparation.<br /><br />Si elle est hors-service :<br /><br />-	dans le cadre de l'achat d'un produit neuf, rapportez l'ancienne à votre revendeur ou remettez-la au livreur.<br /><br />-	déposez-la dans un bac de collecte dans un magasin qui propose ce service.<br /><br />Sinon, apportez-la en déchèterie.","Remise à une structure de réemploi, revendue ou réparée, elle poursuit une seconde vie en tant que matériel d'occasion. <br /><br />Déposée en magasin, en déchèterie ou remise à un livreur, elle suit la filière des Déchets d'Équipements Électriques et Électroniques (DEEE). Elle est acheminée jusqu'à un centre de traitement où elle est démantelée, dépolluée si nécessaire, et ses différents composants sont triés (métaux, plastiques, cartes électroniques). Les matériaux sont ensuite recyclés quand c’est possible (réutilisation dans de nouveaux produits). Ceux qui ne sont pas recyclables sont incinérés (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouis dans des installations de stockage de déchets (déchets ultimes ou substances polluantes ou réglementées).","Ecologic / Ecosystem","Equipements électriques et électroniques"
"427","Détecteur de fumées","Détecteur d'incendie","DEEE","ocad3e","Assurez-vous à l'achat qu'il bénéficie d'une bonne garantie réparation, entretenez-le régulièrement et faites-le durer autant que possible.","Si il est encore en bon état, donnez-le à une association caritative ou un proche, ou bien revendez-le.<br /><br />Si il est en panne, privilégiez la réparation.<br /><br />Si il est hors-service :<br /><br />-	dans le cadre de l'achat d'un produit neuf, rapportez l'ancien à votre revendeur ou remettez-le au livreur.<br /><br />-	déposez-le dans un bac de collecte dans un magasin qui propose ce service.<br /><br />Sinon, apportez-le en déchèterie.","Remis à une structure de réemploi, revendu ou réparé, il poursuit une seconde vie en tant que matériel d'occasion. <br /><br />Déposé en magasin, en déchèterie ou remis à un livreur, il suit la filière des Déchets d'Équipements Électriques et Électroniques (DEEE). Il est acheminé jusqu'à un centre de traitement où il est démantelé, dépollué si nécessaire, et ses différents composants sont triés (métaux, plastiques, cartes électroniques). Les matériaux sont ensuite recyclés quand c’est possible (réutilisation dans de nouveaux produits). Ceux qui ne sont pas recyclables sont incinérés (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouis dans des installations de stockage de déchets (déchets ultimes ou substances polluantes ou réglementées).","Ecologic / Ecosystem","Equipements électriques et électroniques"
"55","Boîte d'allumettes","Allumettes","ADEME_BOITE","ademe",,"Compostez les allumettes brûlées à domicile ou jetez-les dans un bac de compostage partagé, si cette dernière solution a été mise en place à proximité de votre domicile.<br /><br />Déposez la boîte dans le bac, le sac ou le conteneur réservé au tri des emballages et les allumettes non-brûlées dans la poubelle des ordures ménagères.","Les matières en compostage sont transformées, en présence d'oxygène et d'eau, par de nombreux organismes de taille variée. Les déchets perdent leur aspect d'origine et deviennent compost. Ce produit va contribuer, dans le sol, à renforcer le stock d'humus.<br/><br/>Jetée à la poubelle, la boîte d'allumettes suit l'une des filières d'élimination des ordures ménagères : elle est incinérée (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouie en installation de stockage de déchets.",,
"222","Médicaments","Sirop de médicament / Gélules de médicament / Comprimés de médicament / Médocs / Suppositoire / Pommade de médicament / Crème de médicament / Collyre / Pillule de médicament / Cachet de médicament / Spray de médicament / Gouttes de médicament / Patch de médicament","Pharmacie","google",,"Déposez-les dans une pharmacie, sans leur emballage (boite en carton, notice...) qui est à déposer dans le bac, le sac ou le conteneur réservé au tri des emballages.","Les médicaments non-utilisés déposés en pharmacie sont repris par un organisme agréé chargé de la collecte puis détruits dans des incinérateurs (avec valorisation énergétique).","Cyclamed","Médicaments"
